DKProTCInstanceID	FrequencyOfBekommenGruppe	FrequencyOfPassiveSentences	FrequencyOfPassiveWithAdjective	FrequencyOfPassiveWithImpersonalPronoun	FrequencyOfPassiveWithSichLassen	FrequencyOfPassiveWithZu	FrequencyOfTypicalPassive	NrofChars	NrofSentences	NrofTokens	NrofTokensPerSentence	TokLenRatio	avgNumCharsSent	avgNumCharsToken	frequencyOfAllSuffixes	frequencyOfHEIT	frequencyOfIE	frequencyOfKEIT	frequencyOfMENT	frequencyOfMUS	frequencyOfNIS	frequencyOfPrepositionalPhrase	frequencyOfSCHAFT	frequencyOfTION	frequencyOfTUM	frequencyOfT�u164T	frequencyOfUNG	nrOfSpellingMistakes	standardDevCharsPerSentence	standardDevCharsPerToken	standardDevTokensPerSentence	outcome
624	0	0.25	0	0.125	0	0	0.125	760	8	118	14.75	1	94.125	5.917431	0.192308	0.038462	0	0	0	0	0	0.046154	0.038462	0	0	0	0.115385	0.127119	31.178669	3.378639	5.117372	1
625	0	0	0	0	0	0	0	723	8	123	15.375	1	89.5	5.324561	0.166667	0.083333	0	0	0	0	0	0.078125	0	0	0	0	0.083333	0.097561	40.506172	3.362579	6.537153	2
626	0.090909	0.272727	0	0.090909	0	0	0.090909	688	11	121	11	1	61.636364	5.190909	0.181818	0	0.045455	0	0	0	0	0.057971	0	0	0	0	0.136364	0.082645	17.976109	2.506339	3.247377	1
627	0	0.571429	0.142857	0	0	0.142857	0.285714	774	7	142	20.285714	1	109.714286	4.940299	0.133333	0	0	0	0	0	0	0.106061	0.066667	0	0	0	0.066667	0.06338	52.952038	3.598841	8.136589	3
628	0	0.6	0.4	0	0	0	0.2	966	5	138	27.6	1	192.4	6.285714	0.272727	0	0.090909	0.030303	0.030303	0	0	0.125	0.030303	0	0	0	0.090909	0.094203	128.848128	3.804571	18.618271	4
629	0	0.5	0	0.25	0	0.125	0.125	736	8	122	15.25	1	91.125	5.412281	0.136364	0	0	0.045455	0	0	0	0.084507	0	0	0	0	0.090909	0.114754	24.725682	3.002372	4.175823	2
630	0	0.222222	0	0.111111	0	0	0.111111	858	9	132	14.666667	1	94.444444	5.95122	0.071429	0	0	0	0	0	0	0.144737	0	0	0	0	0.071429	0.068182	40.901266	3.459061	5.981453	1
631	0	0.2	0	0	0	0.1	0.1	786	10	124	12.4	1	77.7	5.877193	0.206897	0.034483	0.034483	0	0	0	0.034483	0.094595	0.034483	0	0	0	0.068966	0.145161	29.705387	3.569216	3.954744	2
632	0	0.571429	0.142857	0	0	0	0.428571	1081	7	167	23.857143	1	153.571429	5.7625	0.157895	0.078947	0.026316	0	0	0	0	0.104651	0	0.026316	0	0	0.026316	0.05988	60.237286	3.430538	9.847822	4
633	0	0.166667	0.083333	0	0	0	0.083333	910	12	135	11.25	1	74.916667	6.333333	0.34375	0.03125	0	0	0	0	0.03125	0.105882	0.03125	0	0	0	0.25	0.096296	31.518403	3.61943	4.125631	2
634	0	0.666667	0	0	0	0	0.666667	846	6	140	23.333333	1	140.166667	5.38806	0.151515	0.030303	0.090909	0	0	0	0	0.066667	0	0	0	0	0.030303	0.1	67.387973	3.609503	12.188337	1
635	0	0.583333	0.166667	0.083333	0	0	0.333333	1054	12	164	13.666667	1	86.916667	5.966887	0.30303	0.030303	0.060606	0	0	0	0	0.137931	0.090909	0	0	0	0.121212	0.097561	29.193202	3.922118	4.048319	2
636	0	0.571429	0.142857	0.142857	0	0	0.285714	857	7	132	18.857143	1	121.571429	5.88	0.2	0	0	0	0	0	0	0.111111	0	0	0	0	0.2	0.083333	72.806705	3.981156	9.553288	1
637	0	0.833333	0	0.333333	0.166667	0.166667	0.166667	758	6	123	20.5	1	125.5	5.568966	0.222222	0.074074	0.037037	0	0.037037	0	0	0.153846	0.037037	0	0	0	0.037037	0.04065	22.573953	3.620402	3.593976	1
638	0	0.111111	0	0	0	0	0.111111	775	9	126	14	1	85.222222	5.623932	0.32	0.08	0	0	0.04	0	0.04	0.057971	0.04	0	0	0	0.12	0.047619	46.870455	3.502689	6.716481	3
639	0	0	0	0	0	0	0	830	8	125	15.625	1	102.875	6.059829	0.057143	0	0	0	0	0	0	0.092105	0	0.028571	0	0	0.028571	0.144	52.118705	3.755999	7.680129	1
640	0	0.4	0	0	0	0	0.4	1516	15	248	16.533333	1	100.133333	5.497854	0.195652	0.065217	0.065217	0.021739	0	0	0	0.030075	0	0	0	0	0.043478	0.092742	38.408101	3.587202	7.172788	4
641	0	1	0	0	0	0	1	412	1	58	58	1	412	6.245614	0.266667	0	0.066667	0	0	0	0	0.214286	0	0	0	0	0.2	0.103448	0	3.455383	0	2
642	0	3	1	0	0	1	1	913	1	117	117	1	913	6.896552	0.243243	0.027027	0.027027	0	0.027027	0	0	0.109091	0.054054	0	0	0	0.108108	0.102564	0	4.245442	0	1
643	0	0.230769	0.076923	0.076923	0	0	0.076923	1163	13	191	14.692308	1	88.538462	5.505618	0.131579	0.026316	0	0	0	0	0	0.048544	0	0	0	0	0.105263	0.115183	50.411561	3.015405	7.926437	3
644	0	0.222222	0	0.111111	0	0	0.111111	651	9	117	13	1	71.444444	5.056075	0.148148	0	0	0	0	0	0	0.080645	0.037037	0	0	0	0.111111	0.076923	38.430633	3.211637	5.696002	1
645	0	0.1	0	0	0	0	0.1	981	10	162	16.2	1	97.2	5.546667	0.236842	0.052632	0	0.026316	0	0	0	0.05814	0	0	0	0	0.157895	0.104938	52.487713	3.148728	7.782031	2
646	0	1.25	0.25	0.25	0	0.25	0.5	1553	4	243	60.75	1	388	5.765957	0.157895	0	0.017544	0	0	0	0	0.067797	0	0.017544	0.035088	0	0.087719	0.069959	313.761852	3.920556	51.021442	1
647	0.076923	0.615385	0.076923	0.153846	0.076923	0.076923	0.153846	1191	13	213	16.384615	1	90.692308	5.04	0.111111	0.037037	0	0	0	0	0	0.078947	0	0	0.018519	0	0.055556	0.098592	32.80803	3.176224	5.771794	1
648	0	0.333333	0	0	0	0	0.333333	548	6	82	13.666667	1	90.5	6.12987	0.1875	0	0.125	0	0	0	0	0.130435	0	0	0	0	0.0625	0.097561	37.402094	3.517491	6.368324	2
649	0	0.6	0.1	0.1	0	0	0.4	1393	10	209	20.9	1	138.4	6.020202	0.191489	0.021277	0.042553	0	0	0	0.021277	0.121495	0	0.021277	0	0	0.085106	0.08134	57.418116	3.803188	9.267686	5
650	0	0.444444	0.111111	0.111111	0	0	0.222222	1336	9	219	24.333333	1	147.555556	5.454545	0.325581	0.046512	0.069767	0	0	0.023256	0.023256	0.122642	0.046512	0.023256	0	0	0.093023	0.054795	60.855222	3.616693	9.966611	3
651	0	0.5	0.1	0.2	0	0	0.2	1394	10	218	21.8	1	138.5	5.795122	0.218182	0.018182	0.036364	0	0.036364	0	0.018182	0.089286	0.036364	0	0	0	0.072727	0.06422	45.528562	3.338902	8.009994	5
652	0	0.428571	0.142857	0.142857	0	0.142857	0	719	7	115	16.428571	1	101.857143	5.675926	0.074074	0	0.037037	0.037037	0	0	0	0.081967	0	0	0	0	0	0.113043	38.73879	3.814759	4.981599	2
653	0	0.857143	0	0.142857	0	0	0.714286	967	7	153	21.857143	1	137.285714	5.703448	0.264706	0.029412	0	0.029412	0	0	0	0.139241	0.058824	0.029412	0	0	0.117647	0.058824	36.834434	3.715994	4.997959	4
654	0.071429	0.285714	0	0.071429	0	0	0.142857	1213	14	198	14.142857	1	85.714286	5.576087	0.209302	0.046512	0.046512	0	0	0	0	0.125	0.023256	0	0	0	0.093023	0.09596	42.327682	3.166515	7.159979	2
655	0	0.8	0	0	0	0.2	0.6	821	5	135	27	1	163.4	5.559055	0.133333	0	0	0	0.033333	0	0	0.090909	0	0	0	0	0.1	0.111111	59.831764	3.387456	10.526158	1
656	0	0.25	0	0	0	0	0.25	838	8	132	16.5	1	103.875	5.782258	0.1875	0	0	0	0.03125	0	0	0.083333	0	0	0	0	0.15625	0.098485	49.316421	3.411462	7.697402	1
657	0	0.1	0	0	0	0	0.1	1487	10	230	23	1	147.8	5.789954	0.183673	0.040816	0.020408	0	0	0	0	0.099099	0.020408	0	0	0	0.102041	0.052174	35.76255	3.487969	5.966574	4
658	0	0.833333	0	0	0	0.166667	0.666667	765	6	123	20.5	1	126.666667	5.538462	0.275862	0.034483	0.034483	0	0.034483	0	0.034483	0.059701	0	0.068966	0	0	0.068966	0.105691	35.093526	3.011484	6.5	2
659	0	0.166667	0	0	0	0	0.166667	1123	6	175	29.166667	1	186.333333	5.819277	0.264706	0.058824	0	0	0	0	0	0.126582	0	0	0	0	0.205882	0.12	110.671687	3.362245	16.516826	2
660	0	0.454545	0.181818	0.090909	0.090909	0	0.090909	1312	11	199	18.090909	1	118.363636	5.989362	0.255319	0.021277	0.042553	0.021277	0	0	0	0.1	0.021277	0	0.042553	0	0.106383	0.070352	50.07317	3.807872	7.716035	2
661	0.142857	1.142857	0.142857	0.142857	0	0.285714	0.428571	1074	7	185	26.428571	1	152.571429	5.134831	0.212121	0.060606	0	0.030303	0.030303	0	0	0.067416	0.030303	0	0	0	0.060606	0.059459	55.291067	3.324039	11.082253	2
662	0	1.5	0	0.5	0	0	1	925	2	131	65.5	1	462	6.176923	0.264706	0.029412	0.029412	0.029412	0	0	0	0.112903	0.058824	0.029412	0	0	0.088235	0.099237	332	4.728743	43.5	2
663	0	1	0.333333	0.333333	0	0.333333	0	933	3	148	49.333333	1	310.333333	5.641379	0.137931	0.068966	0	0	0	0	0	0.085714	0	0	0	0	0.068966	0.067568	125.698935	3.788687	20.072092	4
664	0	0.2	0	0	0	0.2	0	745	5	117	23.4	1	148.2	5.87963	0.296296	0.037037	0.037037	0	0	0	0.037037	0.155172	0.074074	0	0	0	0.111111	0.08547	50.197211	4.022432	7.709734	1
665	0	0.666667	0.333333	0	0	0	0.333333	761	3	123	41	1	253	5.378151	0.233333	0.066667	0	0	0	0	0	0.065574	0.033333	0	0	0	0.133333	0.105691	58.126299	3.209732	10.424331	1
666	0	0	0	0	0	0	0	575	6	93	15.5	1	95	5.686047	0.105263	0	0	0	0	0	0	0.163265	0.105263	0	0	0	0	0.096774	45.401909	3.924466	6.946222	1
667	0	0.142857	0	0	0	0	0.142857	740	7	106	15.142857	1	104.857143	6.434343	0.285714	0.047619	0.047619	0	0	0	0	0.051724	0.047619	0	0	0	0.142857	0.09434	57.414355	3.533852	7.059514	0
668	0	0.4	0	0	0	0	0.4	431	5	69	13.8	1	85.4	5.71875	0.071429	0.071429	0	0	0	0	0	0.073171	0	0	0	0	0	0.072464	29.363923	3.189185	4.621688	1
669	0	0.5	0.166667	0.166667	0	0	0.166667	712	6	119	19.833333	1	117.833333	5.353982	0.166667	0.041667	0	0	0	0	0	0.032258	0	0	0	0	0.125	0.134454	33.869439	3.299022	5.669117	1
670	0	0.153846	0.076923	0	0	0	0.076923	1152	13	185	14.230769	1	87.692308	5.686047	0.153846	0.051282	0.025641	0	0	0	0	0.12	0	0	0	0	0.076923	0.118919	26.874021	3.179738	3.905693	1
671	0	0.5	0	0.333333	0	0	0.166667	993	6	156	26	1	164.666667	5.691275	0.171429	0.028571	0	0	0	0	0	0.157895	0.028571	0	0	0	0.114286	0.121795	44.608171	3.527265	7.371115	1
672	0	1	0	0.5	0	0	0.5	265	2	46	23	1	132	5.209302	0.222222	0	0	0	0	0	0	0.125	0.111111	0	0	0	0.111111	0.043478	76	3.618802	14	1
673	0	0.111111	0	0.111111	0	0	0	1003	9	162	18	1	110.555556	5.588235	0.166667	0.027778	0	0	0.027778	0	0	0.082353	0.027778	0	0	0	0.083333	0.067901	20.67264	3.279027	3.496029	3
674	0	1.333333	0	0	0	0.666667	0.666667	983	3	151	50.333333	1	327	5.823129	0.233333	0	0.066667	0	0	0	0	0.084507	0.066667	0	0.033333	0	0.066667	0.112583	196.582468	3.802435	32.417416	2
675	0	0.4	0.2	0	0	0	0.2	1019	10	151	15.1	1	101	6.212766	0.176471	0.058824	0.029412	0	0	0	0	0.048193	0.029412	0	0	0	0.058824	0.086093	45.727453	3.654995	5.957348	4
676	0	0.666667	0.333333	0	0	0	0.333333	1529	3	214	71.333333	1	509.333333	6.432692	0.148936	0.021277	0.021277	0	0	0	0	0.170213	0.021277	0	0	0	0.085106	0.130841	70.409911	4.112047	15.96524	1
677	0	3	1	1	0	0	1	924	1	129	129	1	924	6.412698	0.214286	0.071429	0.035714	0	0	0	0.035714	0.080645	0	0	0	0	0.071429	0.139535	0	3.88581	0	1
678	0	0.166667	0	0.166667	0	0	0	759	6	127	21.166667	1	125.666667	5.297521	0.08	0	0	0	0	0	0	0.209677	0	0	0	0	0.08	0.086614	38.663793	3.316985	7.10438	2
679	0	3	0	1	0	1	1	891	1	148	148	1	891	5.278912	0.133333	0	0.033333	0	0	0	0	0.138462	0	0.033333	0	0	0.066667	0.094595	0	3.394237	0	2
680	0	0.25	0.083333	0.166667	0	0	0	880	12	144	12	1	72.416667	5.628788	0.25	0.0625	0	0	0.03125	0	0	0.035294	0.03125	0	0	0	0.125	0.076389	30.622591	3.39207	5.163978	2
681	0	0.5	0	0	0	0	0.5	403	2	55	27.5	1	201	6.622642	0.153846	0	0	0	0	0	0	0.071429	0.076923	0	0	0	0.076923	0.090909	147	4.477307	20.5	1
682	0	0.111111	0	0.111111	0	0	0	939	9	165	18.333333	1	103.444444	5.096154	0.147059	0	0	0	0	0	0	0.04878	0.058824	0	0	0	0.088235	0.072727	48.785497	3.478466	6.377042	2
683	0	0.75	0	0.125	0	0	0.625	750	8	115	14.375	1	92.875	5.981308	0.291667	0.083333	0	0	0.041667	0	0	0.075758	0	0	0	0	0.166667	0.06087	31.707403	3.206248	5.475799	4
684	0	1.5	1	0	0	0.5	0	787	2	119	59.5	1	393	5.846154	0.16	0.04	0	0	0	0	0	0.090909	0	0.04	0	0	0.08	0.176471	167	3.448313	23.5	2
685	0	0.5	0.1	0.1	0	0	0.3	1076	10	165	16.5	1	106.7	5.935484	0.146341	0.02439	0	0	0	0	0	0.086957	0.04878	0	0	0	0.073171	0.09697	51.084342	3.695992	7.046276	3
686	0	0.6	0.4	0	0	0	0.2	476	5	76	15.2	1	94.4	5.690141	0.363636	0	0	0	0.090909	0	0	0.022727	0.090909	0	0	0	0.181818	0.144737	21.000952	3.586326	3.762978	1
687	0	0.333333	0.111111	0	0	0	0.222222	1007	9	150	16.666667	1	111	6.12766	0.171429	0.085714	0	0	0	0	0	0.034483	0	0.028571	0	0	0.057143	0.113333	44.419715	3.141692	7.423686	5
688	0	0.4	0	0.2	0	0	0.2	776	5	116	23.2	1	154.4	6.045455	0.178571	0	0	0	0	0	0	0.080645	0	0	0	0	0.178571	0.112069	59.741443	3.742596	9.410632	1
689	0	0.5	0	0	0	0	0.5	854	2	130	65	1	426.5	5.936508	0.130435	0.043478	0	0	0	0	0	0.074074	0	0	0.043478	0	0.043478	0.092308	256.5	3.872463	44	1
690	0	0.777778	0	0.111111	0	0.222222	0.444444	1103	9	176	19.555556	1	121.666667	5.634731	0.166667	0.055556	0	0.027778	0	0	0	0.078652	0	0	0	0	0.083333	0.113636	42.381862	3.651526	6.020541	5
691	0	1	0	0.5	0	0	0.5	803	2	118	59	1	401	6.115044	0.225806	0	0	0.032258	0	0	0	0.140351	0	0	0	0	0.193548	0.127119	345	3.66942	49	1
692	0	1	0.333333	0	0	0	0.666667	1197	3	186	62	1	398.333333	5.745856	0.173913	0	0	0	0.021739	0	0	0.059524	0.021739	0	0.021739	0	0.108696	0.080645	104.499867	3.78008	17.682383	2
693	0	0.8	0.2	0	0	0	0.6	706	5	118	23.6	1	140.4	5.263158	0.25	0.035714	0	0	0.035714	0	0	0.174603	0.071429	0.071429	0	0	0.035714	0.059322	72.190304	3.231025	11.271202	3
694	1	2	0	0	0	0	1	786	1	111	111	1	786	6.281818	0.269231	0.038462	0.076923	0.038462	0	0	0	0.1	0.038462	0	0	0	0.076923	0.099099	0	4.710012	0	1
695	0	0.333333	0	0	0	0	0.333333	818	6	120	20	1	135.5	6.185841	0.230769	0	0.038462	0	0.038462	0	0	0.066667	0.038462	0	0	0	0.115385	0.041667	49.721726	3.726368	7.571878	1
696	0	0.4	0	0.4	0	0	0	702	5	109	21.8	1	139.6	5.759615	0.137931	0.068966	0	0	0	0	0	0.107143	0	0	0	0	0.068966	0.073394	31.058654	3.53688	6.675328	3
697	0	0.875	0	0.125	0	0.375	0.375	1289	8	196	24.5	1	160.25	5.867021	0.162791	0.023256	0.023256	0	0	0	0	0.093458	0.023256	0	0	0	0.093023	0.076531	70.683715	3.439195	10.062306	5
698	0	0.571429	0	0	0	0.142857	0.428571	743	7	120	17.142857	1	105.285714	5.548673	0.217391	0.130435	0	0	0	0	0	0.03125	0	0	0	0	0.086957	0.141667	44.083409	3.285773	6.490181	2
699	0	0	0	0	0	0	0	757	7	116	16.571429	1	107.285714	6.028037	0.117647	0	0.029412	0	0	0	0	0.079365	0.029412	0	0	0	0.058824	0.12069	46.082889	3.421914	7.068181	1
700	0	0.75	0.25	0	0	0.25	0.25	664	4	108	27	1	165.25	5.413462	0.05	0	0	0	0	0	0	0.034483	0	0	0	0	0.05	0.12037	58.584874	3.633738	10.024969	1
701	0	0.142857	0	0	0	0	0.142857	868	7	139	19.857143	1	123.142857	5.728682	0.176471	0	0.058824	0	0	0	0	0.065789	0.029412	0	0	0	0.088235	0.107914	80.401543	3.948804	13.108651	3
702	0	0	0	0	0	0	0	93	1	12	12	1	93	7.454545	0.25	0	0	0	0	0	0	0.142857	0.25	0	0	0	0	0.083333	0	4.84981	0	0
703	0	0.625	0	0.25	0	0	0.375	977	8	152	19	1	121.25	5.811189	0.151515	0.030303	0.030303	0	0	0	0	0.1625	0	0	0	0	0.090909	0.072368	46.764704	3.429512	6.670832	5
704	0	0.5	0.25	0	0	0	0.25	896	4	138	34.5	1	223.25	5.723881	0.147059	0.029412	0	0	0	0	0	0.101449	0.029412	0	0	0	0.088235	0.108696	166.598882	3.817461	22.874658	2
705	0	0.333333	0	0	0	0.333333	0	567	3	84	28	1	188.333333	6.098765	0.277778	0.055556	0.055556	0	0	0	0	0.090909	0.055556	0	0	0	0.111111	0.071429	91.14945	3.850942	12.569805	2
706	0	0	0	0	0	0	0	4	1	1	1	0.102564	4	4	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	0	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	1	0	0	0	0
707	0	0.142857	0	0.142857	0	0	0	824	7	136	19.428571	1	116.857143	5.361538	0.129032	0.032258	0	0	0	0	0	0.073529	0	0	0	0	0.096774	0.139706	41.464024	3.103358	7.128557	1
708	0	0.555556	0	0.222222	0	0.111111	0.222222	956	9	157	17.444444	1	105.333333	5.47973	0.2	0.033333	0.033333	0.033333	0	0	0	0.108434	0	0	0	0	0.1	0.101911	52.670886	3.499941	8.883332	1
709	0	0.375	0.125	0.125	0	0	0.125	846	8	136	17	1	104.875	5.59375	0.344828	0.068966	0.068966	0	0.034483	0.034483	0	0.152778	0	0	0	0	0.137931	0.044118	29.780184	3.312942	5.361903	3
710	0	0.1	0	0	0	0	0.1	751	10	112	11.2	1	74.2	6.284314	0.178571	0.035714	0.035714	0.035714	0	0	0	0.069444	0.035714	0	0	0	0.035714	0.071429	29.589863	3.373418	3.841875	1
711	0	0.222222	0	0	0	0	0.222222	1031	9	145	16.111111	1	113.666667	6.580882	0.15625	0	0.03125	0	0	0	0	0.050633	0.03125	0	0	0	0.09375	0.082759	37.324404	3.791545	4.581228	2
712	0	0.461538	0.076923	0.076923	0	0	0.307692	1070	13	169	13	1	81.384615	5.814103	0.142857	0	0.028571	0	0	0	0	0.181818	0	0.028571	0	0	0.085714	0.088757	35.127325	3.238004	4.755564	2
713	0	0	0	0	0	0	0	934	7	144	20.571429	1	132.571429	5.918519	0.205882	0	0.058824	0.029412	0	0	0	0.118421	0.029412	0	0	0	0.088235	0.111111	76.479422	3.304434	11.374874	2
714	0	0.555556	0	0	0	0	0.555556	821	9	131	14.555556	1	90.333333	5.721311	0.269231	0.038462	0.038462	0	0	0	0.038462	0.04	0	0	0	0	0.153846	0.053435	60.159048	3.292471	9.616087	2
715	0	2	1	0	0	0	1	702	1	119	119	1	702	4.907563	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0.10084	0	2.618588	0	1
716	0	0	0	0	0	0	0	721	3	116	38.666667	1	239.666667	5.552632	0.16129	0.032258	0.032258	0	0.032258	0	0.032258	0.172414	0	0	0	0	0.032258	0.051724	58.710211	3.86866	13.299958	2
717	0	0.333333	0	0.222222	0	0.111111	0	485	9	82	9.111111	1	53	5.575342	0.266667	0	0.066667	0	0	0	0	0.06383	0	0	0	0	0.2	0.121951	17.826323	2.965176	2.845833	2
718	0	0.142857	0	0	0	0	0.142857	818	7	130	18.571429	1	116	5.617886	0.206897	0.034483	0	0	0	0	0	0.115942	0	0	0	0	0.172414	0.076923	36.71901	3.455925	6.366366	4
719	0	0.6	0	0	0.2	0.2	0.2	1023	5	144	28.8	1	203.8	6.410072	0.114286	0	0.057143	0	0	0.028571	0	0.09589	0	0	0	0	0.028571	0.111111	130.291059	3.979829	19.363884	4
720	0	0.625	0	0.25	0	0.125	0.25	1027	8	170	21.25	1	127.5	5.302469	0.172414	0	0	0.034483	0	0	0	0.085106	0	0.034483	0	0	0.103448	0.123529	67.173283	3.249102	12.871966	1
721	0	0	0	0	0	0	0	4	1	1	1	0.102564	4	4	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	0	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	1	0	0	0	0
722	0	0	0	0	0	0	0	587	7	104	14.857143	1	83	5.103093	0.190476	0	0	0	0.047619	0	0.047619	0.117647	0	0	0	0	0.095238	0.057692	27.349589	3.648145	4.323642	1
723	0	0.375	0.125	0.125	0	0	0.125	699	8	123	15.375	1	86.5	5.105263	0.173913	0	0	0	0	0	0	0.1	0.043478	0	0	0	0.130435	0.089431	44.754888	3.258911	8.395497	1
724	0	0.5	0	0	0	0	0.5	889	4	148	37	1	221.5	5.330986	0.16129	0	0	0	0	0	0	0.056338	0.032258	0	0	0	0.129032	0.101351	113.917733	3.426742	16.658331	1
725	0	0.285714	0	0	0.142857	0	0.142857	853	7	132	18.857143	1	121	5.832	0.212121	0.060606	0	0.030303	0	0	0	0.073529	0	0	0	0	0.121212	0.106061	47.512404	3.395847	6.937035	2
726	0	0.222222	0	0.111111	0	0	0.111111	884	9	143	15.888889	1	97.333333	5.619403	0.096774	0.032258	0	0	0	0	0	0.054795	0	0	0	0	0.064516	0.076923	41.713307	3.506486	7.355186	2
727	0	0.333333	0.111111	0	0.111111	0.111111	0	1135	9	193	21.444444	1	125.333333	5.233696	0.243902	0.04878	0.02439	0	0	0	0	0.111111	0.097561	0.02439	0	0	0.04878	0.056995	44.256826	3.463279	7.588165	2
728	0	0.2	0	0	0	0.2	0	635	5	110	22	1	126.2	5.217822	0.083333	0	0	0	0	0	0	0.14	0.041667	0	0	0	0.041667	0.090909	61.525279	3.34073	8.854377	1
729	0	0.25	0	0.125	0	0	0.125	607	8	94	11.75	1	75	6.023256	0.12	0	0	0	0	0	0	0.122807	0	0	0	0	0.12	0.074468	37.719358	3.556771	5.73912	1
730	0	0.714286	0	0	0	0.285714	0.428571	765	7	128	18.285714	1	108.428571	5.338843	0.136364	0	0.045455	0	0	0	0	0.074627	0	0	0	0	0.090909	0.09375	24.441517	3.030298	3.806546	2
731	0	0.5	0	0	0	0	0.5	953	4	147	36.75	1	237.5	5.770833	0.181818	0.030303	0	0	0	0	0	0.089552	0.030303	0	0	0	0.121212	0.081633	215.474476	3.724392	30.044758	1
732	0	0.571429	0.142857	0.142857	0	0	0.285714	867	7	138	19.714286	1	123	5.78125	0.212121	0.030303	0.060606	0	0	0	0	0.208955	0	0	0	0	0.121212	0.072464	83.358092	3.454927	10.606121	1
733	0	0	0	0	0	0	0	781	9	134	14.888889	1	85.888889	5.224	0.111111	0	0	0	0	0	0	0.055556	0	0	0	0	0.111111	0.11194	31.434038	3.389074	5.108695	2
734	0	0	0	0	0	0	0	4	1	1	1	0.102564	4	4	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	0	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	1	0	0	0	0
735	0	0.25	0.083333	0	0	0	0.166667	993	12	180	15	1	81.833333	4.970238	0.111111	0	0	0	0	0	0	0.111111	0.027778	0.027778	0	0	0.055556	0.083333	26.888143	3.057827	4.708149	1
736	0	0	0	0	0	0	0	30	1	6	6	0.769231	30	4.166667	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	0	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	0	0	1.067187	0	0
737	0	0	0	0	0	0	0	741	10	135	13.5	1	73.2	4.976	0.103448	0	0	0	0	0	0	0.112676	0	0	0	0	0.103448	0.096296	10.805554	3.08406	3.106445	2
